chem_formula,category,crystal_system,bravais_lattice,precision_level,rgkmax,k_point_density,functional,total_energy,E_cut,precision_element1,precision_element2,precision_element3,min_atom_num,max_atom_num,numbers,json_id_num,name,num_atoms,A_atom_num,B_atom_num,A_EA_half,B_EA_half,A_rs,A_s_index,A_rp,A_p_index,A_rd,A_d_index,A_rf,A_f_index,B_rs,B_s_index,B_rp,B_p_index,B_rd,B_d_index,B_rf,B_f_index,A_HOMO,A_LUMO,B_HOMO,B_LUMO,A_EA_delta,A_IP_half,A_IP_delta,B_EA_delta,B_IP_half,B_IP_delta,A_energy,A_bravais_lattice,A_num_atoms,B_energy,B_bravais_lattice,B_num_atoms,A_energy_error,B_energy_error,A_fraction,B_fraction,stoich_pred,A_stoich,B_stoich,stoich_error_pred,A_stoich_error,B_stoich_error,binary_energy_of_formation,binary_energy_error,binary_eof_error
O4Sr4,binaries,cubic,cF,30.0,3.46272188,8.0,pbe,-44274.99907224367,48.98127844,33.816,31.892,,8,38,"[8, 8, 8, 8, 38, 38, 38, 38]",34,38_Sr,8,8,38,-1.62640753,0.21574552,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.957,19.0,0.7026,16.0,1.1137,20.0,0.0,0.0,-7.09864343,-7.09864343,-3.53505175,-1.28608261,-1.813515141,13.43202126,13.536399783,0.161821142,5.8746762,5.895694188,-2027.6350520801932,tI,4,-86512.60469590414,cF,4,-17.957355602155758,-15.523271954196389,0.5,0.5,-44270.11987399217,-1013.8175260400966,-43256.30234795207,-16.740313778176073,-8.978677801077879,-7.761635977098194,-4.879198251503112,-14.750508114251716,1.9898056639212882
N4Y4,binaries,cubic,cF,30.0,3.38852317,8.0,pbe,-46794.698187765935,46.904641,35.468,29.922,,7,39,"[7, 7, 7, 7, 39, 39, 39, 39]",35,39_Y,8,39,7,0.09901386,0.30192328,1.7684,19.0,2.3085,25.0,0.9468,20.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-2.76025972,-2.76025972,-8.25462313,-3.99815016,-0.04408287,6.29066869,6.140063281,0.137516499,14.71820934,14.847717177,-92114.09765890558,hP,2,-1478.7396095221309,cP,8,-15.8414501776424,-11.416287930271437,0.5,0.5,-46796.41863421386,-46057.04882945279,-739.3698047610654,-13.628869053956919,-7.9207250888212,-5.708143965135719,1.7204464479203807,-17.055448362822062,-3.4265793088651435
C4Zr4,binaries,cubic,cF,30.0,3.494896,8.0,pbe,-49467.60823824217,62.93357673,29.962,37.274,,6,40,"[40, 40, 40, 40, 6, 6, 6, 6]",36,40_Zr,8,6,40,-1.46237959,-0.65871094,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.6907,19.0,2.2459,25.0,0.8778,20.0,0.0,0.0,-6.05205467,-3.50634355,-2.84888614,-2.03261836,-1.62667163,11.49493763,11.61299938,-0.562192472,6.48675015,6.577313943,-1030.0715107175668,hP,4,-97921.62600909162,hP,2,-6.798905724140695,-17.9589551356039,0.5,0.5,-49475.84875990459,-515.0357553587834,-48960.81300454581,-12.378930429872298,-3.3994528620703477,-8.97947756780195,8.240521662424726,-21.48006653534685,-9.101136105469777
C4Nb4,binaries,cubic,cF,30.0,3.50073359,8.0,pbe,-52472.77647776387,63.14399039,37.336,29.518,,6,41,"[6, 6, 6, 6, 41, 41, 41, 41]",37,41_Nb,8,6,41,-1.46237959,-0.34789434,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.5934,19.0,0.5965,16.0,0.8011,20.0,0.0,0.0,-6.05205467,-3.50634355,-3.72146977,-1.85402386,-1.62667163,11.49493763,11.61299938,-0.496679856,7.54207428,7.207690125,-1030.0715107175668,hP,4,-103941.08237446356,cI,2,-6.798905724140695,-17.323260333781946,0.5,0.5,-52485.57694259056,-515.0357553587834,-51970.54118723178,-12.06108302896132,-3.3994528620703477,-8.661630166890973,12.800464826686948,-25.408541711884027,-13.347458682917932
CMo,binaries,hexagonal,hP,30.0,3.55363932,8.0,pbe,-55586.77535901466,65.0669714,37.9,29.88,,6,42,"[6, 42]",38,42_Mo,2,6,42,-1.46237959,-0.37941034,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.5214,19.0,2.1111,25.0,0.7387,20.0,0.0,0.0,-6.05205467,-3.50634355,-4.57643265,-1.68944918,-1.62667163,11.49493763,11.61299938,-0.376449589,7.47661967,7.496504636,-1030.0715107175668,hP,4,-110170.20675269206,cI,2,-6.798905724140695,-22.431571556982817,0.5,0.5,-55600.13913170481,-515.0357553587834,-55085.10337634603,-14.615238640561756,-3.3994528620703477,-11.215785778491409,13.363772690150654,-28.10297063949838,-13.48773199893185
O8Tc4,binaries,monoclinic,mP,30.0,3.75662122,8.0,pbe,-40229.605093129474,64.52637209,36.686,30.52,,8,43,"[8, 8, 8, 8, 43, 43, 43, 43, 8, 8, 8, 8]",39,43_Tc,12,8,43,-1.62640753,-0.64618749,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.4516,24.0,1.9571,25.0,0.683,19.0,0.0,0.0,-7.09864343,-7.09864343,-3.29707615,-3.29707615,-1.813515141,13.43202126,13.536399783,-0.675081445,6.79675687,6.917865117,-2027.6350520801932,tI,4,-116624.52582273408,hP,2,-17.957355602155758,-21.74075177377381,0.6666666666666666,0.3333333333333333,-40226.59864229815,-1351.7567013867954,-38874.841940911356,-19.218487659361774,-11.971570401437171,-7.246917257924602,-3.0064508313225815,-17.87223151060607,1.346256148761313
O4Ru2,binaries,tetragonal,tP,30.0,3.55234463,8.0,pbe,-42446.02827057694,57.69957548,34.691,28.303,,8,44,"[8, 8, 8, 8, 44, 44]",40,44_Ru,6,8,44,-1.62640753,-0.90752871,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.4232,24.0,1.9781,25.0,0.6439,19.0,0.0,0.0,-7.09864343,-7.09864343,-3.85838948,-3.85838948,-1.813515141,13.43202126,13.536399783,-0.945579623,8.27000188,7.809390979,-2027.6350520801932,tI,4,-123295.95097614224,hP,2,-17.957355602155758,-22.296079351217486,0.6666666666666666,0.3333333333333333,-42450.40702676754,-1351.7567013867954,-41098.650325380746,-19.403596851842998,-11.971570401437171,-7.432026450405829,4.378756190599233,-25.01175641048758,-5.60815955864382
O4Rh2,binaries,tetragonal,tP,30.0,3.64988532,8.0,pbe,-44744.406483468665,60.91172139,35.643,28.647,,8,45,"[8, 8, 8, 8, 45, 45]",41,45_Rh,6,8,45,-1.62640753,-0.86283846,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.4079,24.0,2.0259,25.0,0.6107,19.0,0.0,0.0,-7.09864343,-7.09864343,-4.26774003,-3.37435211,-1.813515141,13.43202126,13.536399783,-1.102081859,7.77243809,7.925716839,-2027.6350520801932,tI,4,-130189.76632322524,cF,4,-17.957355602155758,-24.110517662207712,0.6666666666666666,0.3333333333333333,-44748.345475795206,-1351.7567013867954,-43396.58877440841,-20.008409622173076,-11.971570401437171,-8.036839220735903,3.938992326540756,-24.95580293283274,-4.94739331065648
O2Pd2,binaries,tetragonal,tP,30.0,3.79176485,8.0,pbe,-69657.67645732457,65.73932279,37.029,29.44,,8,46,"[8, 8, 46, 46]",42,46_Pd,4,8,46,-1.62640753,-0.88585652,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.4086,24.0,2.1915,25.0,0.5819,19.0,0.0,0.0,-7.09864343,-7.09864343,-4.05297255,-3.29346557,-1.813515141,13.43202126,13.536399783,-0.774538598,8.85700418,8.959530624,-2027.6350520801932,tI,4,-137309.97756292365,cF,4,-17.957355602155758,-27.27475739028887,0.5,0.5,-69668.80630750192,-1013.8175260400966,-68654.98878146183,-22.616056496222313,-8.978677801077879,-13.637378695144434,11.129850177341723,-34.34878690984624,-11.732730413612444
Ag4Cl4,binaries,cubic,cF,30.0,3.85539721,8.0,pbe,-78587.08517549388,67.96427507,37.73,29.595,,17,47,"[17, 17, 17, 17, 47, 47, 47, 47]",43,47_Ag,8,17,47,-3.61204219,-1.2413883,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.3202,24.0,1.8656,25.0,0.5497,19.0,0.0,0.0,-8.09428669,0.07351292,-4.77879223,-3.91236357,-3.692423862,12.97184405,13.023881781,-1.284408876,7.93788937,7.960803206,-12541.641673578915,oS,8,-144662.17712222383,cF,4,-16.40320927051289,-29.194891428778647,0.5,0.5,-78601.90939790137,-6270.820836789458,-72331.08856111192,-22.799050349645768,-8.201604635256444,-14.597445714389323,14.824222407492925,-38.04898534811218,-15.24993499845732
Cd4O4,binaries,cubic,cF,30.0,3.7818515,8.0,pbe,-77122.56885010801,65.39602887,36.932,28.911,,8,48,"[8, 8, 8, 8, 48, 48, 48, 48]",44,48_Cd,8,8,48,-1.62640753,0.99936643,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2328,24.0,1.7563,25.0,0.5191,19.0,0.0,0.0,-7.09864343,-7.09864343,-5.69765828,-1.11459223,-1.813515141,13.43202126,13.536399783,0.958243665,9.27058591,9.309496174,-2027.6350520801932,tI,4,-152246.48366730107,hP,2,-17.957355602155758,-29.138214173348388,0.5,0.5,-77137.05935969063,-1013.8175260400966,-76123.24183365054,-23.547784887752073,-8.978677801077879,-14.569107086674194,14.490509582610684,-39.20047909351706,-15.652694205753505
In4P4,binaries,cubic,cF,30.0,3.96228777,8.0,pbe,-84683.75580430588,53.40140298,38.259,29.947,,15,49,"[15, 15, 15, 15, 49, 49, 49, 49]",45,49_In,8,15,49,-0.6071147,-0.42506334,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.1449,24.0,1.5146,25.0,0.493,19.0,0.0,0.0,-6.24123172,-3.71382083,-2.79322651,-2.79322651,-0.681535392,10.43510715,10.491352025,-0.503828411,5.50064963,5.535885081,-9304.5685584043,oS,8,-160075.86088868178,cF,2,-4.415392352919298,-15.91187313356204,0.5,0.5,-84690.21472354305,-4652.28427920215,-80037.93044434089,-10.163632743240669,-2.207696176459649,-7.95593656678102,6.458919237164082,-16.859102496615378,-6.695469753380166
S4Sn4,binaries,orthorhombic,oP,30.0,4.02177356,8.0,pbe,-89468.9389916462,78.43795073,29.9,40.491,,16,50,"[50, 50, 50, 50, 16, 16, 16, 16]",46,50_Sn,8,16,50,-2.09291139,-1.35045743,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.0709,24.0,1.3593,25.0,0.4696,19.0,0.0,0.0,-5.96396442,-5.96396442,-4.17063534,-2.82739102,-2.161912664,10.17755485,10.215659841,-1.41967122,7.30263407,7.340235731,-10853.921651960376,cP,1,-168125.49837528064,cF,2,-8.152822551974168,-16.09938413987402,0.5,0.5,-89489.71001362051,-5426.960825980188,-84062.74918764032,-12.126103345924093,-4.076411275987084,-8.04969206993701,20.77102197431668,-33.650142489830614,-21.524039143914706
In4Sb4,binaries,cubic,cF,30.0,4.15830578,8.0,pbe,-168235.10683142077,58.81572903,30.812,31.429,,49,51,"[51, 51, 51, 51, 49, 49, 49, 49]",47,51_Sb,8,51,49,-0.77051769,-0.42506334,1.008,24.0,1.2423,25.0,0.4486,19.0,0.0,0.0,1.1449,24.0,1.5146,25.0,0.493,19.0,0.0,0.0,-5.4709622,-3.49527719,-2.79322651,-2.79322651,-0.818196869,8.94866057,8.986732764,-0.503828411,5.50064963,5.535885081,-176414.65520008653,hR,6,-160075.86088868178,cF,2,-12.702990616468014,-15.91187313356204,0.5,0.5,-168245.25804438416,-88207.32760004327,-80037.93044434089,-14.307431875015027,-6.351495308234007,-7.95593656678102,10.151212963392027,-24.567736117256572,-10.260304242241546
Te4Zn4,binaries,cubic,cF,30.0,4.11318396,8.0,pbe,-116898.71585870694,57.54623417,31.017,32.26,,30,52,"[52, 52, 52, 52, 30, 30, 30, 30]",48,52_Te,8,52,30,-2.04580993,1.00596785,0.9509,24.0,1.1493,25.0,0.4294,19.0,0.0,0.0,1.1054,15.0,1.6393,16.0,0.2997,10.0,0.0,0.0,-5.22038962,-5.22038962,-5.99854228,-1.067667,-2.094118341,8.6303583,8.658444017,0.940787159,9.85634643,9.902511277,-184945.0311646532,hP,3,-48863.124406597344,hP,2,-6.491453493596055,-11.706868135173863,0.5,0.5,-116904.07778562527,-92472.5155823266,-24431.562203298672,-9.099160814384959,-3.2457267467980273,-5.853434067586932,5.36192691832548,-14.920404844015138,-5.821244029630179
I4Li4,binaries,cubic,cF,30.0,4.44145794,8.0,pbe,-96953.04068856953,78.42026061,52.555,33.064,,3,53,"[3, 3, 3, 3, 53, 53, 53, 53]",49,53_I,8,53,3,-3.23278483,-0.43620871,0.9027,24.0,1.0745,25.0,0.412,19.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-6.76780204,0.30907196,-3.14714133,-1.23869654,-3.287191025,10.55333871,10.585004435,-0.443360974,5.57877819,5.47070464,-193710.42435890943,oS,8,-204.23033269984788,hR,3,-7.173877314082347,-0.4485327063818829,0.5,0.5,-96957.32734580463,-96855.21217945471,-102.11516634992394,-3.811205010232115,-3.5869386570411734,-0.22426635319094146,4.286657235110297,-9.307196310677682,-5.495991300445567
ClCs,binaries,cubic,cP,30.0,4.40148957,8.0,pbe,-112263.49569304744,79.13967218,43.075,32.987,,17,55,"[17, 55]",50,55_Cs,2,17,55,-3.61204219,-0.40528255,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,2.5139,28.0,0.9434,25.0,2.1314,32.0,0.0,0.0,-8.09428669,0.07351292,-2.28863672,-1.56913493,-3.692423862,12.97184405,13.023881781,-0.407108631,3.92038676,3.932168287,-12541.641673578915,oS,8,-211971.61108263256,cI,2,-16.40320927051289,-10.002657337550772,0.5,0.5,-112256.62637810574,-6270.820836789458,-105985.80554131628,-13.20293330403183,-8.201604635256444,-5.001328668775386,-6.869314941708581,-8.276088976999745,4.926844327041181
Ba4O4,binaries,cubic,cF,30.0,4.12163403,8.0,pbe,-111755.71450681143,69.39589019,40.25,31.676,,8,56,"[8, 8, 8, 8, 56, 56, 56, 56]",51,56_Ba,8,8,56,-1.62640753,0.33320315,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,2.1916,28.0,0.8854,25.0,1.3125,29.0,0.0,0.0,-7.09864343,-7.09864343,-3.24541106,-2.03174043,-1.813515141,13.43202126,13.536399783,0.187409536,5.36404443,5.381672332,-2027.6350520801932,tI,4,-221467.2194777818,cI,2,-17.957355602155758,-13.023754920257488,0.5,0.5,-111747.42726493099,-1013.8175260400966,-110733.6097388909,-15.490555261206623,-8.978677801077879,-6.511877460128744,-8.287241880447255,-9.719145207651309,5.771410053566797
Lu4N4,binaries,cubic,cF,30.0,4.06872528,8.0,pbe,-199118.7680493052,56.30894315,42.588,26.883,,7,71,"[7, 7, 7, 7, 71, 71, 71, 71]",52,71_Lu,8,71,7,0.2685254,0.30192328,1.6132,35.0,2.2599,41.0,0.9781,36.0,0.2481,28.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-1.97986998,-1.97986998,-8.25462313,-3.99815016,0.159605885,5.3321564,5.4246018881,0.137516499,14.71820934,14.847717177,-396756.1888341822,hP,2,-1478.7396095221309,cP,8,-16.028454915969633,-11.416287930271437,0.5,0.5,-199117.46422185216,-198378.0944170911,-739.3698047610654,-13.722371423120535,-8.014227457984816,-5.708143965135719,-1.3038274530132412,-14.16284843266476,-0.44047700954422453
C4Hf4,binaries,cubic,cF,30.0,4.49775772,8.0,pbe,-205912.8001631632,104.2331875,47.969,30.073,,6,72,"[6, 6, 6, 6, 72, 72, 72, 72]",53,72_Hf,8,6,72,-1.46237959,-0.04271554,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.521,35.0,2.0762,41.0,0.9002,36.0,0.2406,28.0,-6.05205467,-3.50634355,-3.13307715,-3.13307715,-1.62667163,11.49493763,11.61299938,-0.152255866,6.84118401,6.923171854,-1030.0715107175668,hP,4,-410816.9517228116,hP,2,-6.798905724140695,-14.862699678109493,0.5,0.5,-205923.5116167646,-515.0357553587834,-205408.4758614058,-10.830802701125094,-3.3994528620703477,-7.4313498390547466,10.711453601397807,-22.458511110802647,-11.627708409680054
C4Ta4,binaries,cubic,cF,30.0,4.48619772,8.0,pbe,-213101.837629779,103.6980819,47.846,30.712,,6,73,"[6, 6, 6, 6, 73, 73, 73, 73]",54,73_Ta,8,6,73,-1.46237959,-0.7735268,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.4464,35.0,1.9706,41.0,0.8411,36.0,0.2336,28.0,-6.05205467,-3.50634355,-4.24775361,-2.54556214,-1.62667163,11.49493763,11.61299938,-0.871430425,7.09339716,7.319981845,-1030.0715107175668,hP,4,-425191.5735510234,cI,2,-6.798905724140695,-15.375129714841023,0.5,0.5,-213110.82253087047,-515.0357553587834,-212595.7867755117,-11.08701771949086,-3.3994528620703477,-7.6875648574205115,8.984901091462234,-20.66413045558147,-9.577112736093113
CW,binaries,hexagonal,hP,30.0,4.43788739,8.0,pbe,-220449.84045648112,101.47672833,47.331,31.857,,6,74,"[6, 74]",55,74_W,2,6,74,-1.46237959,-0.85193961,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.4132,35.0,2.0409,41.0,0.8131,36.0,0.0,0.0,-6.05205467,-3.50634355,-4.1193255,-2.53129373,-1.62667163,11.49493763,11.61299938,-0.862240943,8.21723653,8.295330193,-1030.0715107175668,hP,4,-439885.914833018,cI,2,-6.798905724140695,-17.2867397837108,0.5,0.5,-220457.99317186777,-515.0357553587834,-219942.957416509,-12.042822753925748,-3.3994528620703477,-8.6433698918554,8.152715386648197,-20.318913764873287,-8.27609101095004
O3Re,binaries,cubic,cP,30.0,4.25473634,8.0,pbe,-115255.4761223894,82.77281765,41.55,31.181,,8,75,"[8, 8, 8, 75]",56,75_Re,4,8,75,-1.62640753,0.20886112,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.3316,35.0,1.8999,41.0,0.7557,36.0,0.0,0.0,-7.09864343,-7.09864343,-4.83165857,-3.461132,-1.813515141,13.43202126,13.536399783,0.106208436,7.60524139,7.611502366,-2027.6350520801932,tI,4,-454901.921787678,hP,2,-17.957355602155758,-18.850823594548274,0.75,0.25,-115246.20673597963,-1520.7262890601448,-113725.4804469195,-18.180722600253887,-13.468016701616818,-4.7127058986370685,-9.269386409767321,-10.818372664842173,7.362349935414386
BOs,binaries,hexagonal,hP,30.0,4.50268052,8.0,pbe,-235455.0447319684,92.7010603,50.22,33.036,,5,76,"[5, 76]",57,76_Os,2,76,5,-0.86438644,-0.43296391,1.2909,40.0,1.8594,41.0,0.7197,35.0,0.0,0.0,0.8033,2.0,0.834,3.0,2.1242,10.0,0.0,0.0,-4.8562545,-4.8562545,-3.97338496,-3.97338496,-0.945096485,8.07895221,8.399179706,-0.603998573,8.31384711,8.413118875,-470246.3663449689,hP,2,-673.6751312654546,hR,12,-20.26453995401971,-2.5168009505215423,0.5,0.5,-235460.0207381172,-235123.18317248445,-336.8375656327273,-11.390670452270626,-10.132269977009855,-1.2584004752607711,4.97600614877706,-16.595642444153782,-5.204971991883156
Ir2O4,binaries,tetragonal,tP,30.0,4.06680833,8.0,pbe,-163326.68070578488,75.62229346,39.715,30.234,,8,77,"[8, 8, 8, 8, 77, 77]",58,77_Ir,6,77,8,-1.88943135,-1.62640753,1.2751,40.0,1.7561,41.0,0.6944,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-5.18649655,-5.18649655,-7.09864343,-7.09864343,-1.869804098,9.0420236,9.143595475,-1.813515141,13.43202126,13.536399783,-485920.5095986545,cF,4,-2027.6350520801932,tI,4,-24.307064212451223,-17.957355602155758,0.3333333333333333,0.6666666666666666,-163325.25990093828,-161973.5031995515,-1351.7567013867954,-20.073925138920913,-8.10235473748374,-11.971570401437171,-1.4208048465955017,-19.654996074474184,0.41892906445650624
O2Pt2,binaries,tetragonal,tP,30.0,4.13319493,8.0,pbe,-251972.45905179504,78.11136174,40.363,31.625,,8,78,"[8, 8, 78, 78]",59,78_Pt,4,78,8,-2.11436313,-1.62640753,1.2561,40.0,1.6658,41.0,0.6703,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-5.65610145,-5.06340204,-7.09864343,-7.09864343,-2.149758449,8.86109339,9.552193326,-1.813515141,13.43202126,13.536399783,-501936.76570648665,cF,4,-2027.6350520801932,tI,4,-21.731234179926105,-17.957355602155758,0.5,0.5,-251982.20037928343,-250968.38285324333,-1013.8175260400966,-19.84429489104093,-10.865617089963052,-8.978677801077879,9.74132748838008,-29.95974797726376,-10.115453086222828
Au4S2,binaries,cubic,cP,30.0,4.2172877,8.0,pbe,-349125.8578912594,81.32215796,31.884,42.459,,16,79,"[79, 79, 79, 79, 16, 16]",60,79_Au,6,79,16,-2.27578272,-2.09291139,1.2247,40.0,1.7902,41.0,0.6449,35.0,0.0,0.0,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,-6.12699334,-5.36077839,-5.96396442,-5.96396442,-2.324847847,9.60121922,9.6228490491,-2.161912664,10.17755485,10.215659841,-518288.3890668856,cF,4,-10853.921651960376,cP,1,-29.3021206544945,-8.152822551974168,0.6666666666666666,0.3333333333333333,-349143.5665952438,-345525.59271125705,-3617.973883986792,-22.252354620321057,-19.534747102996334,-2.7176075173247227,17.708703984417753,-40.054983925190754,-17.802629304869697
F8Hg4,binaries,cubic,cF,30.0,3.98683834,8.0,pbe,-180124.1326700549,72.6774507,36.946,30.063,,9,80,"[9, 9, 9, 9, 9, 9, 9, 9, 80, 80, 80, 80]",61,80_Hg,12,9,80,-3.66044176,1.43611961,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.1657,40.0,1.7058,41.0,0.616,35.0,0.0,0.0,-10.15882255,1.25211742,-6.85782814,-0.89898855,-3.872247645,17.61722535,17.744721999,1.402719677,10.69980154,10.733111308,-2695.041372728246,mS,8,-534998.9074389443,tI,2,-21.00065304077725,-26.810404447489418,0.6666666666666666,0.3333333333333333,-180129.66339480027,-1796.6942484854974,-178332.96914631478,-22.937236843014638,-14.000435360518168,-8.936801482496472,5.530724745360203,-29.828375213983236,-6.891138370963745
ClTl,binaries,cubic,cP,30.0,4.25740611,8.0,pbe,-282285.86219535384,82.8767269,41.665,31.852,,17,81,"[17, 81]",62,81_Tl,2,17,81,-3.61204219,-0.32372332,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.1019,40.0,1.5427,41.0,0.5907,35.0,0.0,0.0,-8.09428669,0.07351292,-2.62689441,-2.62689441,-3.692423862,12.97184405,13.023881781,-0.393012273,5.27678632,5.315679419,-12541.641673578915,oS,8,-552055.4272314131,hP,2,-16.40320927051289,-24.596047193394043,0.5,0.5,-282298.534452496,-6270.820836789458,-276027.71361570654,-20.499628231953466,-8.201604635256444,-12.298023596697021,12.672257142141461,-34.15970852714963,-13.66008029517252
Pb4S4,binaries,cubic,cF,30.0,4.09215271,8.0,pbe,-290135.3905824495,76.56778755,41.2,30.183,,16,82,"[16, 16, 16, 16, 82, 82, 82, 82]",63,82_Pb,8,16,82,-2.09291139,-1.2335176,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.0444,40.0,1.407,41.0,0.568,35.0,0.0,0.0,-5.96396442,-5.96396442,-3.96278544,-2.67094911,-2.161912664,10.17755485,10.215659841,-1.293603566,6.98953908,7.026519254,-10853.921651960376,cP,1,-569460.4229023514,cF,4,-8.152822551974168,-26.75670547923073,0.5,0.5,-290157.17227715586,-5426.960825980188,-284730.2114511757,-17.45476401560245,-4.076411275987084,-13.378352739615366,21.781694706354756,-40.08697092079092,-22.63220690516755
Bi4F12,binaries,cubic,cP,30.0,3.91613236,8.0,pbe,-148826.5168196032,70.12246244,28.869,36.29,,9,83,"[83, 83, 83, 83, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",64,83_Bi,16,9,83,-3.66044176,-0.71209263,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,0.9947,40.0,1.3029,41.0,0.5475,35.0,0.0,0.0,-10.15882255,1.25211742,-5.19685281,-3.32385233,-3.872247645,17.61722535,17.744721999,-0.765292567,8.53103046,8.5669863421,-2695.041372728246,mS,8,-587228.4790995006,hR,6,-21.00065304077725,-23.57037939503789,0.75,0.25,-148828.40080442134,-2021.2810295461845,-146807.11977487514,-21.64308462934241,-15.750489780582939,-5.892594848759472,1.8839848181523848,-25.629313377197832,-3.9862287478754297
O8Po4,binaries,cubic,cF,30.0,4.00715645,8.0,pbe,-203130.14027509213,73.42011032,39.132,29.508,,8,84,"[8, 8, 8, 8, 8, 8, 8, 8, 84, 84, 84, 84]",65,84_Po,12,84,8,-1.92327923,-1.62640753,0.9487,40.0,1.2216,41.0,0.5285,35.0,0.0,0.0,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,-4.94029698,-4.94029698,-7.09864343,-7.09864343,-1.974177097,8.18983117,8.2196328581,-1.813515141,13.43202126,13.536399783,-605368.0087265174,cP,1,-2027.6350520801932,tI,4,-11.93990598327946,-17.957355602155758,0.3333333333333333,0.6666666666666666,-203141.09294355926,-201789.33624217246,-1351.7567013867954,-15.951539062530324,-3.979968661093153,-11.971570401437171,10.952668467128888,-28.075491483672522,-12.123952421142121
H4Li4,binaries,cubic,cF,40.0,3.31060455,8.0,pbe,-110.14752534474,76.08151958,56.732,39.174,,1,3,"[1, 1, 1, 1, 3, 3, 3, 3]",66,01_H,8,1,3,-0.69804885,-0.43620871,0.5521,1.0,1.3786,3.0,1.058,7.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-6.3316859,-6.3316859,-3.14714133,-1.23869654,-1.727702621,12.42399219,0.0,-0.443360974,5.57877819,5.47070464,-15.695010368907736,hP,4,-204.47537083336292,hR,3,-0.18760397133472217,-0.2034945728668447,0.5,0.5,-110.08519060113532,-7.847505184453868,-102.23768541668146,-0.19554927210078343,-0.09380198566736109,-0.10174728643342235,-0.06233474360467994,-0.5453205829613097,-0.34977131086051827
F4Li4,binaries,cubic,cF,40.0,4.14794523,8.0,pbe,-1461.0336680692144,94.36817227,38.439,49.082,,3,9,"[9, 9, 9, 9, 3, 3, 3, 3]",67,03_Li,8,9,3,-3.66044176,-0.43620871,0.404,2.0,0.3726,3.0,1.4283,10.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-10.15882255,1.25211742,-3.14714133,-1.23869654,-3.872247645,17.61722535,17.744721999,-0.443360974,5.57877819,5.47070464,-2711.083147952317,mS,8,-204.47537083336292,hR,3,-4.958877816706263,-0.2034945728668447,0.5,0.5,-1457.77925939284,-1355.5415739761586,-102.23768541668146,-2.5811861947865538,-2.4794389083531314,-0.10174728643342235,-3.2544086763743536,-2.2619881557898225,0.31919803899673127
